DEPT,Region,FOL,Question,Answer,Count,WTPS_Sum
Parole Board of Canada,National Capital Region,English,MAN_80,Strongly agree,8,25.87305
Parole Board of Canada,National Capital Region,English,MAN_80,Somewhat agree,1,3.75
Parole Board of Canada,National Capital Region,English,MAN_80,Strongly disagree,1,2.95875
Parole Board of Canada,National Capital Region,French,MAN_80,Strongly agree,6,19.09005
Parole Board of Canada,National Capital Region,French,MAN_80,Somewhat agree,4,13.87845
Transportation Safety Board of Canada,Atlantic,English,MAN_80,Strongly agree,1,2.85405
Transportation Safety Board of Canada,Quebec (excluding the National Capital Region),English,MAN_80,Strongly disagree,1,2.7657
Transportation Safety Board of Canada,Quebec (excluding the National Capital Region),French,MAN_80,Strongly agree,1,2.85405
Transportation Safety Board of Canada,Quebec (excluding the National Capital Region),French,MAN_80,Unable to assess,1,2.73555
Transportation Safety Board of Canada,Ontario (excluding the National Capital Region),English,MAN_80,Somewhat agree,1,2.85405
Transportation Safety Board of Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Strongly agree,1,2.85405
Transportation Safety Board of Canada,"British Columbia, Yukon",English,MAN_80,Somewhat agree,1,2.7657
Transportation Safety Board of Canada,National Capital Region,English,MAN_80,Strongly agree,2,6.3021
Transportation Safety Board of Canada,National Capital Region,French,MAN_80,Strongly agree,4,13.85595
Transportation Safety Board of Canada,Not stated,French,MAN_80,Strongly agree,1,3.83595
Canadian Human Rights Commission,National Capital Region,English,MAN_80,Strongly agree,1,2.7822
Canadian Human Rights Commission,National Capital Region,English,MAN_80,Somewhat agree,2,6.0273
Canadian Human Rights Commission,National Capital Region,French,MAN_80,Strongly agree,10,29.67525
Canadian Human Rights Commission,National Capital Region,French,MAN_80,Somewhat agree,3,9.17805
Canadian Human Rights Commission,National Capital Region,Not stated,MAN_80,Somewhat agree,1,2.4
Office of the Commissioner of Official Languages,"Prairies, Nunavut, Northwest Territories",French,MAN_80,Strongly agree,1,2.67645
Office of the Commissioner of Official Languages,National Capital Region,English,MAN_80,Strongly agree,1,2.67645
Office of the Commissioner of Official Languages,National Capital Region,English,MAN_80,Strongly disagree,1,3.0489
Office of the Commissioner of Official Languages,National Capital Region,French,MAN_80,Strongly agree,8,26.9676
Office of the Commissioner of Official Languages,National Capital Region,French,MAN_80,Somewhat agree,2,6.3252
Office of the Commissioner of Official Languages,National Capital Region,French,MAN_80,Neither agree nor disagree,1,2.67645
Western Economic Diversification Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Strongly agree,17,46.68105
Western Economic Diversification Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Somewhat agree,5,13.1382
Western Economic Diversification Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Somewhat disagree,1,2.80485
Western Economic Diversification Canada,"Prairies, Nunavut, Northwest Territories",French,MAN_80,Strongly agree,1,2.80485
Western Economic Diversification Canada,"Prairies, Nunavut, Northwest Territories",Not stated,MAN_80,Strongly agree,1,2.91
Western Economic Diversification Canada,"British Columbia, Yukon",English,MAN_80,Strongly agree,2,5.4717
Western Economic Diversification Canada,National Capital Region,English,MAN_80,Strongly agree,1,2.80485
Western Economic Diversification Canada,National Capital Region,English,MAN_80,Somewhat disagree,1,2.80485
Western Economic Diversification Canada,National Capital Region,English,MAN_80,Strongly disagree,1,2.29995
Supreme Court of Canada,National Capital Region,English,MAN_80,Somewhat agree,1,4.69995
Supreme Court of Canada,National Capital Region,French,MAN_80,Strongly agree,7,28.04475
Public Prosecution Service of Canada,Atlantic,English,MAN_80,Strongly agree,2,6.3288
Public Prosecution Service of Canada,Atlantic,English,MAN_80,Somewhat agree,1,3.65625
Public Prosecution Service of Canada,Atlantic,French,MAN_80,Strongly agree,1,3.1644
Public Prosecution Service of Canada,Quebec (excluding the National Capital Region),English,MAN_80,Unable to assess,1,3.65625
Public Prosecution Service of Canada,Quebec (excluding the National Capital Region),French,MAN_80,Strongly agree,1,2.54115
Public Prosecution Service of Canada,Ontario (excluding the National Capital Region),English,MAN_80,Strongly agree,1,3.1644
Public Prosecution Service of Canada,Ontario (excluding the National Capital Region),English,MAN_80,Somewhat agree,1,3.1644
Public Prosecution Service of Canada,Ontario (excluding the National Capital Region),English,MAN_80,Unable to assess,1,2.91
Public Prosecution Service of Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Strongly agree,6,16.66845
Public Prosecution Service of Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Somewhat agree,3,8.73855
Public Prosecution Service of Canada,"British Columbia, Yukon",English,MAN_80,Strongly agree,3,9.3618
Public Prosecution Service of Canada,"British Columbia, Yukon",English,MAN_80,Somewhat agree,2,6.1974
Public Prosecution Service of Canada,"British Columbia, Yukon",English,MAN_80,Unable to assess,1,3.1644
Public Prosecution Service of Canada,National Capital Region,English,MAN_80,Strongly agree,7,18.3132
Public Prosecution Service of Canada,National Capital Region,English,MAN_80,Somewhat agree,5,12.44835
Public Prosecution Service of Canada,National Capital Region,English,MAN_80,Neither agree nor disagree,1,3.1644
Public Prosecution Service of Canada,National Capital Region,French,MAN_80,Strongly agree,5,11.9526
Canadian Environmental Assessment Agency,Quebec (excluding the National Capital Region),French,MAN_80,Strongly agree,1,2.41605
Canadian Environmental Assessment Agency,Ontario (excluding the National Capital Region),English,MAN_80,Somewhat agree,1,2.41605
Canadian Environmental Assessment Agency,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Strongly agree,1,2.41605
Canadian Environmental Assessment Agency,"British Columbia, Yukon",English,MAN_80,Strongly agree,1,3.26475
Canadian Environmental Assessment Agency,National Capital Region,English,MAN_80,Strongly agree,9,23.62995
Canadian Environmental Assessment Agency,National Capital Region,English,MAN_80,Somewhat agree,1,3.26475
Canadian Environmental Assessment Agency,National Capital Region,French,MAN_80,Strongly agree,8,24.567
Canadian Environmental Assessment Agency,National Capital Region,French,MAN_80,Somewhat agree,2,5.6808
Public Safety Canada,Atlantic,English,MAN_80,Somewhat agree,1,2.814
Public Safety Canada,Quebec (excluding the National Capital Region),French,MAN_80,Strongly agree,5,15.45705
Public Safety Canada,Ontario (excluding the National Capital Region),English,MAN_80,Strongly agree,1,3.82755
Public Safety Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Strongly agree,2,5.628
Public Safety Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Somewhat agree,1,2.814
Public Safety Canada,"British Columbia, Yukon",English,MAN_80,Strongly agree,2,5.628
Public Safety Canada,National Capital Region,English,MAN_80,Strongly agree,37,126.6498
Public Safety Canada,National Capital Region,English,MAN_80,Somewhat agree,16,53.18955
Public Safety Canada,National Capital Region,English,MAN_80,Somewhat disagree,2,6.0135
Public Safety Canada,National Capital Region,English,MAN_80,Strongly disagree,1,3.1875
Public Safety Canada,National Capital Region,English,MAN_80,Unable to assess,1,3.1875
Public Safety Canada,National Capital Region,French,MAN_80,Strongly agree,23,74.6364
Public Safety Canada,National Capital Region,French,MAN_80,Somewhat agree,7,20.2515
Public Safety Canada,National Capital Region,French,MAN_80,Strongly disagree,1,3.68355
Canadian Transportation Agency,National Capital Region,English,MAN_80,Strongly agree,9,22.8825
Canadian Transportation Agency,National Capital Region,English,MAN_80,Somewhat agree,6,15.42165
Canadian Transportation Agency,National Capital Region,French,MAN_80,Strongly agree,4,10.8096
Canadian Transportation Agency,National Capital Region,French,MAN_80,Somewhat agree,2,5.8944
Canadian Transportation Agency,National Capital Region,French,MAN_80,Somewhat disagree,1,2.28255
Canadian Transportation Agency,National Capital Region,French,MAN_80,Unable to assess,1,2.9133
Canadian Transportation Agency,National Capital Region,Not stated,MAN_80,Strongly agree,1,2.28255
Office of the Superintendent of Financial Institutions Can,Quebec (excluding the National Capital Region),French,MAN_80,Strongly agree,1,3.579
Office of the Superintendent of Financial Institutions Can,Quebec (excluding the National Capital Region),French,MAN_80,Somewhat agree,1,3.7005
Office of the Superintendent of Financial Institutions Can,Ontario (excluding the National Capital Region),English,MAN_80,Strongly agree,20,71.7015
Office of the Superintendent of Financial Institutions Can,Ontario (excluding the National Capital Region),English,MAN_80,Somewhat agree,4,14.4375
Office of the Superintendent of Financial Institutions Can,Ontario (excluding the National Capital Region),English,MAN_80,Somewhat disagree,1,3.579
Office of the Superintendent of Financial Institutions Can,Ontario (excluding the National Capital Region),English,MAN_80,Unable to assess,2,7.2795
Office of the Superintendent of Financial Institutions Can,Ontario (excluding the National Capital Region),French,MAN_80,Strongly agree,1,3.7005
Office of the Superintendent of Financial Institutions Can,Ontario (excluding the National Capital Region),Not stated,MAN_80,Strongly agree,1,3.579
Office of the Superintendent of Financial Institutions Can,National Capital Region,English,MAN_80,Strongly agree,13,47.256
Office of the Superintendent of Financial Institutions Can,National Capital Region,English,MAN_80,Somewhat agree,2,7.2795
Office of the Superintendent of Financial Institutions Can,National Capital Region,French,MAN_80,Strongly agree,3,10.8585
Office of the Superintendent of Financial Institutions Can,National Capital Region,French,MAN_80,Somewhat agree,2,7.2795
Public Health Agency of Canada,Atlantic,English,MAN_80,Strongly agree,1,3.05775
Public Health Agency of Canada,Quebec (excluding the National Capital Region),English,MAN_80,Strongly agree,2,6.16065
Public Health Agency of Canada,Quebec (excluding the National Capital Region),French,MAN_80,Strongly agree,4,15.0201
Public Health Agency of Canada,Quebec (excluding the National Capital Region),French,MAN_80,Somewhat agree,4,12.7401
Public Health Agency of Canada,Ontario (excluding the National Capital Region),English,MAN_80,Strongly agree,5,17.5314
Public Health Agency of Canada,Ontario (excluding the National Capital Region),English,MAN_80,Somewhat agree,1,2.97525
Public Health Agency of Canada,Ontario (excluding the National Capital Region),French,MAN_80,Strongly agree,1,3.1854
Public Health Agency of Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Strongly agree,20,75.3861
Public Health Agency of Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Somewhat agree,3,11.5398
Public Health Agency of Canada,"Prairies, Nunavut, Northwest Territories",French,MAN_80,Strongly agree,1,3.4821
Public Health Agency of Canada,"Prairies, Nunavut, Northwest Territories",French,MAN_80,Somewhat disagree,1,3.05775
Public Health Agency of Canada,National Capital Region,English,MAN_80,Strongly agree,54,189.1908
Public Health Agency of Canada,National Capital Region,English,MAN_80,Somewhat agree,15,53.59245
Public Health Agency of Canada,National Capital Region,English,MAN_80,Neither agree nor disagree,2,6.24315
Public Health Agency of Canada,National Capital Region,English,MAN_80,Somewhat disagree,1,3.1854
Public Health Agency of Canada,National Capital Region,English,MAN_80,Unable to assess,10,33.2007
Public Health Agency of Canada,National Capital Region,French,MAN_80,Strongly agree,11,34.9002
Public Health Agency of Canada,National Capital Region,French,MAN_80,Somewhat agree,10,31.77675
Public Health Agency of Canada,National Capital Region,French,MAN_80,Neither agree nor disagree,1,3.4821
Public Health Agency of Canada,National Capital Region,French,MAN_80,Somewhat disagree,1,3.1854
Public Health Agency of Canada,National Capital Region,French,MAN_80,Strongly disagree,1,3.1854
Public Health Agency of Canada,National Capital Region,French,MAN_80,Unable to assess,1,3.4821
Public Health Agency of Canada,National Capital Region,Not stated,MAN_80,Strongly agree,1,4.24995
Public Health Agency of Canada,Not stated,English,MAN_80,Neither agree nor disagree,1,2.97525
Office of the Secretary to the Governor General,National Capital Region,English,MAN_80,Strongly agree,3,11.42325
Office of the Secretary to the Governor General,National Capital Region,English,MAN_80,Somewhat agree,1,3.5163
Office of the Secretary to the Governor General,National Capital Region,French,MAN_80,Strongly agree,3,11.92575
Office of the Secretary to the Governor General,National Capital Region,French,MAN_80,Somewhat agree,2,7.43115
Office of the Secretary to the Governor General,National Capital Region,French,MAN_80,Unable to assess,1,3.28485
Library and Archives Canada,Quebec (excluding the National Capital Region),French,MAN_80,Strongly agree,1,1.76235
Library and Archives Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_80,Strongly agree,2,5.3571
Library and Archives Canada,National Capital Region,English,MAN_80,Strongly agree,17,37.45215
Library and Archives Canada,National Capital Region,English,MAN_80,Somewhat agree,3,6.56235
Library and Archives Canada,National Capital Region,English,MAN_80,Somewhat disagree,2,5.9742
Library and Archives Canada,National Capital Region,English,MAN_80,Unable to assess,1,2.67855
Library and Archives Canada,National Capital Region,French,MAN_80,Strongly agree,32,80.43945
Library and Archives Canada,National Capital Region,French,MAN_80,Somewhat agree,14,32.6454
Library and Archives Canada,National Capital Region,French,MAN_80,Neither agree nor disagree,1,2.8953
Library and Archives Canada,National Capital Region,French,MAN_80,Strongly disagree,1,2.4951
Library and Archives Canada,National Capital Region,French,MAN_80,Unable to assess,1,4.3347
